"QKEY","F_GENDER","JOKE1_W74","CANCUL1_W74"
720654,1,2,1
720786,1,2,2
720793,2,1,1
720853,1,2,2
721048,1,1,1
721167,1,2,2
721403,1,1,1
721482,1,2,2
721545,2,1,1
721611,2,2,2
721626,1,2,1
722032,2,1,1
722130,1,2,2
722222,1,2,2
722225,2,1,1
723329,1,1,1
723561,1,1,1
723634,1,1,1
724043,1,1,1
724064,2,1,1
724172,2,2,2
724338,2,1,1
724403,1,1,1
724418,1,1,1
724684,2,1,1
724791,1,2,1
724895,1,2,2
725410,1,2,2
725476,1,2,2
725561,2,2,1
726121,1,2,2
726202,1,2,2
726343,1,1,1
726450,2,2,2
726699,1,2,1
726963,1,2,1
727271,2,2,1
201501115596,1,2,2
201501116636,2,1,2
201501116990,2,1,1
201501117200,1,1,1
201501118947,2,2,1
201501119723,1,2,2
201501120917,2,1,1
201501121366,2,1,1
201501121470,2,1,2
201501121676,2,2,2
201501122274,2,1,1
201501122831,2,1,1
201501123118,1,2,1
201501123812,2,99,1
201501124109,1,1,1
201501124578,2,1,1
201501125638,2,1,1
201501126064,1,1,1
201501126328,2,2,1
201501126872,1,2,2
201501127185,1,1,2
201501127373,1,2,1
201501127492,1,99,1
201501128618,2,1,1
201501128639,2,1,1
201501128684,2,1,2
201501129116,2,1,1
201501130100,2,1,1
201501130193,1,2,1
201501130561,1,2,2
201501130661,1,2,2
201501131070,2,2,2
201501131385,2,1,2
201501131831,1,1,1
201501132727,2,1,1
201501133040,2,1,1
201501133880,1,1,2
201501134096,2,2,2
201501134223,1,2,2
201501134505,2,1,2
201501135193,1,2,2
201501135465,1,2,1
201501136088,2,2,1
201501136478,1,2,2
201501136603,2,1,1
201501136658,1,2,2
201501136674,2,2,2
201501136677,1,1,2
201501137331,2,1,2
201501137351,1,2,1
201501137504,1,1,1
201501138779,2,1,1
201501140066,1,2,2
201501140481,1,1,1
201501140690,1,2,2
201501140758,1,2,2
201501140868,1,2,2
201501141484,2,1,1
201501142584,2,1,2
201501142655,1,2,1
201501143029,2,2,1
201501144662,2,1,1
201501144719,2,2,1
201501144785,2,2,2
201501145170,1,1,1
201501145218,2,2,2
201501145728,1,2,2
201501146773,1,2,2
201501146850,2,2,2
201501147228,1,1,1
201501148011,2,1,2
201501148076,2,1,1
201501149791,2,1,2
201501153045,2,1,1
201501157252,2,1,1
201501157549,2,1,1
201501160555,2,2,2
201501160842,1,2,1
201501163862,1,1,1
201501165099,2,1,1
201501165357,2,1,1
201501165942,2,1,1
201501167736,1,2,2
201501168853,2,1,1
201501169644,1,1,2
201501169888,2,1,1
201501170138,2,2,2
201501173112,2,2,2
201501173352,2,2,2
201501175156,1,2,1
201501175652,1,1,1
201501176961,2,2,2
201501177102,1,2,1
201501177557,1,1,1
201501177961,2,2,1
201501178408,1,2,2
201501178474,1,1,1
201501178541,2,2,1
201501179448,2,1,2
201501180088,1,2,1
201501180969,2,1,2
201501181026,1,2,1
201501181320,2,1,2
201501182197,1,1,1
201501182789,2,2,2
201501183244,2,1,2
201501183931,1,1,1
201501184279,1,2,2
201501184385,1,1,1
201501184483,1,1,1
201501185503,1,1,2
201501185559,1,1,2
201501187034,2,1,2
201501187063,1,2,2
201501187326,2,1,1
201501187714,1,1,1
201501187815,1,1,1
201501188271,1,2,1
201501188906,1,2,1
201501189045,1,1,1
201501190468,1,2,2
201501190797,1,2,2
201501192101,2,99,2
201501192451,1,1,1
201501205057,2,2,2
201501205082,2,2,2
201501205091,2,2,1
201501205093,2,1,1
201501205512,2,2,2
201501205658,2,2,1
201501207458,1,2,2
201501207520,2,1,1
201501208167,1,2,2
201501208389,2,99,2
201501208552,1,2,2
201501209107,2,2,1
201501209439,1,1,2
201501209523,1,1,1
201501209553,1,1,1
201501209614,1,2,1
201501210266,1,1,2
201501210328,1,2,1
201501210646,1,2,1
201501210798,2,1,1
201501210850,1,2,1
201501211090,1,1,1
201501211143,1,2,2
201501211689,1,1,1
201501211764,2,2,2
201501212038,1,2,2
201501212726,1,2,2
201501212731,1,1,1
201501213011,1,2,2
201501214482,1,1,1
201501214635,1,2,2
201501215131,2,1,1
201501215439,2,2,1
201501215458,1,1,1
201501215742,2,1,1
201501216609,1,1,1
201501218559,2,1,2
201501218600,1,2,1
201501218773,1,2,2
201501218898,2,99,1
201501219026,2,2,1
201501219104,1,1,1
201501219188,1,1,1
201501220071,1,2,2
201501221521,2,1,1
201501221553,2,2,2
201501221633,2,1,1
201501221976,1,2,2
201501222086,2,2,2
201501222377,1,2,2
201501222410,1,1,1
201501222530,2,2,2
201501222637,2,1,1
201501222747,1,1,1
201501222804,1,2,2
201501223286,1,1,1
201501223352,1,2,2
201501223663,2,2,2
201501223790,1,1,1
201501223925,2,1,1
201501224413,1,1,1
201501225040,2,2,1
201501226033,1,1,2
201501226544,2,1,1
201501226622,2,1,1
201501227553,2,1,1
201501227817,2,2,1
201501227831,2,1,1
201501228073,1,2,1
201501228955,1,2,2
201501229126,2,2,1
201501229296,2,2,1
201501229317,2,1,1
201501229748,2,2,1
201501230321,2,1,2
201501230751,1,1,1
201501231316,2,1,1
201501231823,1,1,1
201501231955,1,1,1
201501232113,1,2,1
201501232254,2,2,1
201501232614,2,2,2
201501232842,2,2,2
201501233240,2,1,1
201501233600,2,2,1
201501234677,2,1,1
201501234826,1,2,2
201501235360,2,2,1
201501235597,1,1,1
201501235637,2,1,1
201501236795,2,99,2
201501236820,1,1,1
201501237105,2,1,2
201501254771,1,1,2
201501255677,1,1,1
201501256594,2,1,1
201501265402,2,2,2
201501265564,1,1,1
201501265578,2,1,1
201501266277,1,1,1
201501266543,1,1,1
201501266659,1,1,1
201501266762,2,2,2
201501267308,2,1,1
201501267487,2,1,1
201501267906,1,2,1
201501268222,1,2,1
201501268429,2,2,1
201501268997,1,1,1
201501271635,1,1,1
201501271883,1,2,2
201501272036,1,1,1
201501272090,1,1,1
201501272160,1,1,2
201501272567,1,1,1
201501272683,1,2,2
201501272748,2,1,1
201501273530,1,2,2
201501273726,2,2,1
201501273825,1,2,1
201501273896,1,1,1
201501274268,2,1,2
201501274506,2,1,1
201501274544,2,1,2
201501274670,2,2,2
201501275124,2,1,1
201501275310,2,1,1
201501275434,1,1,1
201501275680,1,2,1
201501276178,2,2,2
201501276677,2,2,1
201501276948,1,2,1
201501278363,2,2,2
201501278367,1,1,1
201501279250,1,2,2
201501280069,1,2,2
201501280504,1,1,1
201501280846,2,2,1
201501280893,2,2,1
201501281314,1,1,1
201501282056,1,2,2
201501282208,2,1,1
201501283285,2,2,1
201501283889,1,2,2
201501284516,2,2,2
201501284640,2,2,1
201501285747,2,1,1
201501347180,1,1,2
201501348046,2,1,2
201501348049,2,1,2
201501348397,2,1,1
201501349538,1,1,2
201501349587,1,2,1
201501351680,1,2,2
201501354700,1,1,1
201501360954,1,2,2
201501361353,2,2,1
201501410034,2,1,1
201501414200,1,2,2
201501453961,1,2,1
201501454640,1,2,2
201501455834,1,2,1
201501456584,1,2,2
201501457166,1,1,1
201501459735,1,1,2
201501482423,2,1,1
201501485572,2,1,1
201501485610,2,1,1
201501486651,2,2,2
201501487009,1,2,1
201501495540,1,2,2
201501509937,1,2,2
201501510512,2,1,1
201501600201,2,1,1
201501600406,1,2,2
201501600434,2,1,2
201501600458,1,1,2
201501600500,2,1,2
201501600624,2,2,1
201501600878,1,1,1
201501601006,2,1,1
201501601049,2,1,1
201501601490,2,1,1
201501601533,1,1,1
201501601872,1,2,2
201501601930,1,2,1
201501601992,1,2,2
201501602002,1,1,2
201501602641,1,1,1
201501602753,1,2,2
201501602911,2,2,1
201501602912,1,1,2
201501603019,1,2,1
201501603202,1,1,1
201501603510,2,2,2
201501603588,1,1,1
201501603640,1,1,1
201501603687,1,1,1
201501603866,2,2,2
201501604048,1,1,1
201501604216,2,2,1
201501604253,1,2,1
201501604380,2,1,1
201501604382,2,1,2
201501604480,1,1,1
201501604761,2,1,1
201501604808,1,2,2
201501604828,2,1,1
201501604928,2,2,1
201501605240,1,2,1
201501605317,1,1,1
201501605366,1,2,2
201501605822,1,2,1
201501605964,1,1,1
201501605978,1,1,1
201501606140,2,1,1
201501606159,2,2,2
201501606569,1,2,2
201501606644,1,2,2
201501606776,1,1,1
201501606876,2,2,1
201501607006,1,1,1
201501607673,2,1,2
201501607965,2,1,1
201501608033,1,2,2
201501608312,1,2,2
201501608651,1,2,2
201501608802,1,2,2
201501608912,2,1,1
201501608939,2,2,1
201501609032,2,2,1
201501609318,2,1,2
201501609350,2,2,2
201501609825,2,1,1
201501609904,1,1,1
201501610171,2,2,2
201501610350,2,1,1
201501610567,1,1,1
201501610872,2,2,1
201501610962,2,1,1
201501611091,2,1,1
201501611174,2,1,1
201501611230,2,1,1
201501611392,1,2,1
201501611531,1,2,1
201501611628,1,1,1
201501611912,2,2,2
201501612238,2,2,2
201501612249,2,1,1
201501612338,1,2,2
201501612349,2,2,1
201501612694,1,2,1
201501613005,1,1,1
201501613180,1,1,1
201501613685,2,1,1
201501613692,2,2,2
201501613699,2,1,1
201501613809,1,2,2
201501613856,1,1,1
201501613872,2,2,1
201501613977,2,1,2
201501614057,1,1,1
201501614344,1,2,1
201501614487,1,2,2
201501614513,2,2,1
201501614777,2,1,1
201501614915,2,2,1
201501614934,2,1,1
201501615009,2,1,1
201501615119,1,2,1
201501615153,1,1,2
201501615280,1,1,2
201501615344,1,2,1
201501615347,1,1,1
201501615501,2,2,1
201501615608,1,2,1
201501615624,2,1,2
201501615636,1,99,1
201501615662,1,1,1
201501615820,1,2,1
201501616057,1,1,1
201501616087,2,2,1
201501616125,1,1,1
201501616276,1,2,2
201501616464,1,1,1
201501616605,2,1,1
201501616730,1,2,2
201501616873,2,1,2
201501616918,1,2,2
201501617119,1,2,2
201501617177,1,1,1
201501617219,1,1,1
201501617267,2,2,2
201501617329,2,2,1
201501617649,1,1,1
201501617655,1,1,1
201501617839,2,1,1
201501618250,1,1,1
201501618307,1,2,2
201501618315,1,1,2
201501618342,1,1,1
201501618691,1,1,1
201501618809,1,1,1
201501619063,2,2,1
201501619161,1,2,1
201501619249,1,1,1
201501619644,2,2,1
201501619815,1,2,2
201501619932,2,1,1
201501620197,2,2,2
201501620506,1,2,1
201501620555,2,1,1
201501620602,1,1,1
201501620631,2,1,1
201501620791,1,2,1
201501620940,2,1,2
201501620999,2,2,1
201501621360,1,2,2
201501621425,2,2,1
201501621777,1,2,1
201501621808,1,1,1
201501622030,2,1,1
201501622052,1,2,1
201501622346,2,1,2
201501622437,2,1,1
201501622472,2,2,1
201501622506,1,2,2
201501622702,1,1,1
201501622724,1,2,1
201501622875,2,1,1
201501622891,1,1,1
201501623001,2,2,2
201501623142,1,2,1
201501623251,1,2,1
201501623519,2,2,1
201501623794,2,2,2
201501623815,1,2,2
201501623907,1,2,2
201501624218,1,2,2
201501624257,1,1,1
201501624334,1,2,2
201501624340,1,2,2
201501624480,2,1,1
201501624628,1,2,2
201501624671,1,2,1
201501624709,1,2,2
201501625134,1,1,2
201501625143,2,99,2
201501625415,2,1,1
201501625530,2,1,1
201501625764,1,2,2
201501625871,2,1,1
201501626095,2,1,1
201501626106,2,2,2
201501626541,2,1,1
201501626548,1,2,1
201501626561,1,2,1
201501626731,1,1,2
201501626974,1,1,1
201501627056,1,2,2
201501627067,1,1,1
201501627319,2,1,1
201501627803,1,1,1
201501628362,2,1,1
201501630559,1,1,1
201501633958,1,1,1
201501636166,2,1,1
201501636186,1,1,1
201501636380,1,1,2
201501637194,2,2,1
201501637936,1,2,2
201501639977,2,1,1
201501640450,2,2,2
201501640898,1,2,2
201501640967,2,2,2
201501641202,1,1,1
201501641428,2,2,2
201501641816,1,2,2
201501642191,1,2,2
201501642238,1,1,1
201501642779,1,1,1
201501643163,1,2,1
201501644026,2,2,2
201501644034,1,2,2
201501644301,1,1,1
201501644858,2,2,2
201501644990,1,2,2
201501645079,1,1,1
201501646045,1,2,2
201501646838,2,1,1
201501647627,1,2,2
201501648255,1,1,2
201501648401,1,2,2
201501648446,2,1,1
201501649017,1,1,2
201501649213,2,2,1
201501649441,1,1,1
201501649465,2,2,1
201501649475,1,2,2
201501650065,2,1,1
201501650723,2,1,1
201501650728,1,2,2
201501650976,1,1,1
201501651138,1,2,2
201501651199,2,1,1
201501651295,2,1,1
201501651624,1,1,2
201501651797,1,2,2
201501651867,1,2,1
201501651871,1,1,1
201501651997,1,1,1
201501652027,1,2,1
201501652039,1,99,1
201501652117,1,2,1
201501652164,2,2,2
201501652210,2,1,2
201501652484,1,1,2
201501652706,1,1,1
201501652886,1,2,1
201501653261,2,1,1
201501653294,2,2,1
201501653375,1,1,1
201501653642,2,2,1
201501654483,2,1,2
201501654684,2,1,1
201501654734,2,1,2
201501655013,2,2,2
201501655063,2,99,1
201501655243,1,1,1
201501655330,1,2,1
201501655390,2,1,1
201501655673,1,2,2
201501655718,2,1,1
201501655726,1,1,1
201501655994,1,1,1
201501656172,1,2,2
201501656404,1,2,2
201501656898,2,2,2
201501656974,1,1,1
201501657019,1,2,2
201501657434,1,2,2
201501657511,1,2,2
201501657580,2,2,1
201501657917,1,1,2
201501657953,2,99,2
201501658068,2,2,2
201501658152,1,2,2
201501658192,1,1,1
201501658291,2,2,1
201501658455,1,1,1
201501658865,2,1,1
201501659606,2,2,1
201501660288,2,1,1
201501660632,1,2,2
201501661053,1,2,2
201501661283,1,2,2
201501661639,1,1,1
201501661815,1,2,2
201501662630,2,2,2
201501664260,2,1,1
201501664561,1,2,2
201501666239,1,1,1
201501666850,1,2,1
201501669174,1,2,2
201501669386,1,2,2
201501672680,2,1,1
201501673039,1,1,1
201501673263,2,2,1
201501675007,1,1,1
201501675023,2,2,2
201501675032,1,1,2
201501675206,2,1,1
201501675331,1,2,1
201501675405,2,2,2
201501675438,1,1,1
201501675611,1,1,1
201501675710,1,2,2
201501675794,1,1,1
201501675884,2,1,1
201501676022,2,1,2
201501676079,1,1,1
201501676100,1,2,2
201501676129,1,2,2
201501676210,2,2,2
201501676243,2,2,1
201501676648,1,1,2
201501676768,2,2,1
201501676853,1,1,1
201501677127,1,1,1
201501677638,1,1,1
201501677751,2,2,1
201501677921,1,2,1
201501677937,1,1,1
201501677982,1,2,1
201501677993,1,1,1
201501678221,2,1,1
201501678443,1,2,1
201501678471,2,1,1
201501678530,1,1,1
201501678722,2,1,2
201501678773,2,1,1
201501678817,2,1,1
201501679014,2,1,1
201501679311,1,2,2
201501679606,1,2,2
201501679828,1,1,2
201501679883,2,1,1
201501680331,1,1,1
201501680449,1,1,1
201501680630,1,1,1
201501680788,2,2,1
201501681105,2,2,1
201501681239,2,2,1
201501681268,1,1,1
201501681333,1,1,2
201501681482,2,2,2
201501681510,2,2,2
201501681593,2,1,1
201501681684,2,1,1
201501681704,2,1,1
201501681893,1,1,1
201501681926,1,1,2
201501682097,2,1,1
201501682166,2,1,2
201501682321,1,1,1
201501682717,1,1,1
201501683046,1,2,2
201501683144,2,1,1
201501683581,2,2,1
201501683817,1,2,1
201501683849,1,1,1
201501684131,2,1,1
201501684134,1,1,1
201501684222,2,1,1
201501684265,1,2,1
201501685003,1,1,1
201501685130,1,1,1
201501685261,2,1,1
201501685289,2,1,1
201501685464,1,2,1
201501685504,1,1,1
201501685574,1,2,1
201501685916,2,99,1
201501686078,2,1,2
201501686187,1,1,2
201501686321,2,1,1
201501686333,1,2,2
201501686389,1,1,2
201501686729,2,2,1
201501686761,1,1,1
201501686964,2,2,1
201501687365,2,1,1
201501687377,1,1,1
201501687391,2,2,2
201501687648,2,2,1
201501687650,2,1,1
201501687662,1,2,2
201501687849,1,2,1
201501688012,1,2,1
201501688348,1,2,1
201501688495,2,2,1
201501688533,2,1,1
201501688834,1,2,1
201501688991,2,1,2
201501689077,2,2,2
201501689087,1,2,1
201501689159,1,1,2
201501689262,1,2,1
201501689278,2,2,2
201501689348,2,1,2
201501689377,2,1,1
201501689495,1,1,2
201501689501,2,2,2
201501689562,2,2,1
201501689772,2,2,1
201501689912,1,2,2
201501690060,2,2,2
201501690238,2,1,1
201501690926,1,2,2
201501690936,1,2,2
201501691138,1,1,1
201501691173,2,1,1
201501691275,2,1,1
201501691401,1,1,1
201501691562,1,2,2
201501691583,2,1,1
201501691635,1,1,1
201501691661,1,1,1
201501691772,2,99,1
201501691787,2,2,2
201501691806,1,1,2
201501692726,2,1,1
201501692780,2,1,2
201501693096,1,1,1
201501693435,2,2,1
201501693649,2,1,1
201501693651,2,2,2
201501693681,1,1,1
201501693784,1,2,2
201501694020,1,2,2
201501694077,1,1,1
201501694232,2,2,2
201501694348,2,2,2
201501694354,1,1,2
201501694402,2,1,1
201501694693,1,2,2
201501694723,1,1,1
201501695248,2,2,1
201501695428,2,2,1
201501695603,1,1,2
201501695653,1,2,2
201501695858,1,1,1
201501695888,1,2,1
201501696039,2,1,1
201501696068,1,2,1
201501696105,1,2,2
201501696206,2,2,2
201501696835,2,1,1
201501696885,2,2,2
201501697082,1,2,1
201501697237,2,1,1
201501697387,2,2,2
201501697402,2,1,2
201501697631,2,2,1
201501697815,1,1,1
201501698189,1,2,1
201501698329,1,1,1
201501698775,2,1,1
201501698873,1,1,1
201501699183,2,1,1
201501699339,1,1,2
201501699378,2,1,1
201501699704,1,1,2
201501700188,2,1,1
201501700365,1,2,1
201501700859,1,2,1
201501701056,2,2,1
201501701163,1,2,1
201501701356,2,1,1
201501701492,1,2,1
201501701572,1,1,1
201501701642,1,1,2
201501701762,1,1,2
201501701956,1,1,2
201501701962,1,2,2
201501702211,1,2,2
201501702237,1,2,1
201501702404,1,2,2
201501702840,2,1,2
201501703266,1,1,1
201501703562,1,2,1
201501718596,1,2,2
201501725030,2,2,1
201501725292,1,1,1
201501725406,1,2,2
201501725495,2,1,1
201501725531,2,1,1
201501725625,1,1,1
201501725816,2,2,2
201501725890,1,2,2
201501726018,1,1,1
201501726123,1,2,2
201501726321,2,2,2
201501726403,1,2,2
201501726762,1,1,2
201501726887,1,1,2
201501727285,1,2,1
201501727377,2,2,1
201501727519,2,1,1
201501727817,2,2,1
201501727917,2,1,2
201501728252,1,2,1
201501728329,2,2,2
201501728449,1,2,1
201501728454,1,1,1
201501728674,2,1,1
201501728687,1,2,1
201501728769,2,1,1
201501729133,2,2,2
201501729167,1,1,1
201501729367,1,1,1
201501729441,1,2,1
201501729858,2,2,2
201501730339,2,1,1
201501730810,2,2,1
201501731014,2,1,1
201501731034,1,2,2
201501731289,2,2,1
201501731455,1,1,1
201501731673,1,1,1
201501732248,1,1,1
201501732326,1,2,2
201501732350,2,1,1
201501732509,1,1,1
201501732670,1,2,2
201501732764,2,1,1
201501733001,1,1,1
201501733261,2,1,2
201501733270,1,2,1
201501733490,1,2,2
201501733559,2,1,1
201501733789,1,2,2
201501734175,1,1,1
201501734271,2,2,1
201501734824,1,1,1
201501734914,1,2,2
201501735167,1,1,2
201501735187,2,1,1
201501735484,2,1,1
201501735501,1,2,1
201501735674,1,2,2
201501735701,1,2,2
201501735861,2,1,1
201501735882,2,2,2
201501735950,2,1,1
201501736475,1,1,1
201501736864,1,2,2
201501737048,2,1,1
201501737513,2,2,2
201501737727,1,1,2
201501737852,1,2,1
201501737966,1,2,2
201501738160,1,2,1
201501738220,1,1,1
201501738641,2,1,1
201501738649,1,1,1
201501738686,1,2,1
201501739024,1,1,1
201501739207,1,2,2
201501739266,1,1,2
201501739462,2,2,1
201501739549,1,2,2
201501739617,1,2,2
201501739676,1,1,2
201501739853,1,2,1
201501739938,2,2,1
201501786563,1,1,1
201501786595,1,1,1
201501786789,2,1,1
201501789389,2,2,2
201501790791,1,1,1
201501791973,1,1,1
201501793399,2,2,1
201501793855,1,2,1
201501794040,1,1,1
201501794199,2,1,1
201501794286,2,1,2
201501794979,1,1,1
201501795589,2,2,2
201501797997,2,2,2
201501798171,2,2,1
201501798368,1,1,1
201701100752,2,2,1
201701100809,2,2,2
201701200584,2,2,2
201701201656,2,2,1
201701201679,1,2,1
201701201733,2,1,1
201701201784,2,2,2
201701201793,2,2,1
201701201902,2,2,2
201701202982,1,2,1
201701203397,1,2,2
201701204112,1,2,1
201701204395,1,1,2
201701204645,1,2,2
201701206738,2,2,1
201701208231,1,1,1
201701209591,2,1,1
201701209983,2,2,1
201701211015,2,2,2
201701212768,2,2,1
201701213304,2,1,1
201701214671,2,1,1
201701215280,2,1,1
201701215683,2,1,2
201701216349,1,1,1
201701216494,1,1,1
201701216959,1,1,1
201701218536,2,1,1
201701218611,2,1,2
201701219100,1,1,1
201701219117,1,1,1
201701219184,2,2,2
201701219649,1,1,2
201701219759,2,2,2
201701219942,1,1,1
201701223468,2,1,1
201701225006,1,2,2
201701225857,1,1,1
201701226693,2,1,2
201701228699,1,1,1
201701230190,2,1,1
201701230788,1,2,1
201701231007,1,1,2
201701231781,1,1,1
201701233601,2,1,2
201701235924,2,1,1
201701237000,2,2,1
201701239112,2,2,2
201701239132,1,1,1
201701239846,2,1,1
201701241112,2,1,1
201701241137,1,1,1
201701241642,1,2,2
201701241672,2,1,1
201701241913,2,2,1
201701242501,2,1,1
201701243138,2,1,1
201701243839,1,2,2
201701244243,1,2,2
201701245388,1,1,1
201701246589,1,1,1
201701248969,2,2,2
201701250702,2,1,1
201701251888,2,2,2
201701253214,2,2,2
201701254556,1,2,1
201701255360,2,1,1
201701255880,2,1,2
201701256892,1,1,1
201701257013,1,1,2
201701257173,1,1,1
201701258107,2,1,1
201701258551,2,2,2
201701260307,1,2,2
201701260770,1,2,2
201701260940,1,2,1
201701261721,1,2,2
201701264035,1,2,2
201701264817,2,1,1
201701264956,1,2,1
201701265408,2,2,2
201701265692,1,2,1
201701268785,1,1,1
201701271927,1,1,1
201701273413,1,2,1
201701273628,1,1,2
201701275040,1,1,1
201701275532,1,2,2
201701277969,2,2,1
201701278421,2,1,1
201701280309,2,1,1
201701283220,1,2,2
201701284001,1,1,1
201701284756,1,2,1
201701289485,2,2,2
201701289895,2,1,1
201701290295,2,2,1
201701294216,1,2,2
201701294921,1,1,1
201701600231,1,2,2
201701601003,1,2,2
201701601497,2,2,1
201701601511,1,1,1
201701601725,2,1,1
201701602394,2,1,1
201701602618,2,2,1
201701602937,2,1,2
201701602961,1,1,1
201701603048,1,2,2
201701603190,1,2,1
201701603266,1,2,2
201701603310,1,1,1
201701603484,2,2,1
201701603590,2,2,1
201701603739,1,1,1
201701604606,1,2,1
201701605425,2,2,2
201701605904,1,2,1
201701606330,2,1,1
201701607001,2,1,1
201701607476,2,1,1
201701607480,2,2,1
201701607819,1,1,1
201701607904,2,1,1
201701608023,2,1,2
201701608109,2,2,1
201701608387,2,1,2
201701608390,1,2,2
201701608809,1,1,1
201701608817,1,1,1
201701609128,2,2,1
201701609372,2,1,1
201701609441,1,2,1
201701609542,1,2,2
201701609652,1,2,2
201701609785,1,1,1
201701610261,1,1,1
201701610762,1,2,2
201701611096,2,1,1
201701611152,2,1,1
201701612823,2,2,1
201701612937,1,2,2
201701613286,1,2,1
201701613524,1,2,2
201701614095,2,1,1
201701614365,1,2,2
201701614438,2,2,2
201701614640,2,2,2
201701615366,2,2,2
201701615538,2,2,1
201701616369,1,1,1
201701616800,1,1,1
201701617146,1,1,1
201701617271,1,1,2
201701617387,1,2,1
201701617953,2,1,2
201701618301,2,2,1
201701618477,1,1,1
201701618655,1,2,2
201701618677,1,2,2
201701619456,1,1,1
201701619463,1,2,1
201701620095,2,1,2
201701620576,1,2,2
201701621299,1,2,1
201701621328,1,1,1
201701621782,2,2,2
201701621828,2,1,1
201701622446,1,1,1
201701622534,1,2,1
201701622651,2,1,1
201701622976,2,1,1
201701623394,2,2,1
201701624259,2,1,1
201701624795,1,2,1
201701625140,2,2,1
201701625717,1,1,1
201701626179,2,2,2
201701628100,1,2,1
201701629027,1,1,1
201701629223,1,2,2
201701629537,1,2,2
201701630536,2,2,1
201701630623,1,1,2
201701630863,1,1,1
201701631135,1,1,1
201701631683,2,1,2
201701632649,2,2,1
201701633668,1,2,2
201701634066,1,1,1
201701634110,2,2,1
201701634255,1,2,2
201701634735,1,1,1
201701634759,1,1,1
201701635321,2,1,1
201701635609,2,1,1
201701635769,2,1,1
201701635779,1,1,1
201701636662,1,2,1
201701636901,2,1,1
201701636928,2,2,2
201701637121,1,2,2
201701637196,1,2,2
201701638114,1,1,1
201701640014,2,1,1
201701640336,2,1,1
201701640523,1,1,1
201701641473,1,1,2
201701641615,2,2,1
201701642255,2,2,1
201701642511,1,2,1
201701642652,1,1,1
201701642740,1,2,2
201701643011,1,1,1
201701643166,2,2,1
201701643262,1,2,2
201701643388,1,2,1
201701645082,2,1,1
201701645957,1,1,1
201701646756,1,1,1
201701647496,1,1,1
201701647676,2,1,1
201701647711,1,1,1
201701647736,2,2,2
201701647960,1,2,1
201701648316,2,2,1
201701648829,1,1,1
201701648997,1,1,1
201701649279,2,1,2
201701649448,2,1,1
201701649888,2,2,2
201701649905,2,1,1
201701650399,1,2,1
201701650762,2,1,1
201701651035,1,1,1
201701651701,2,2,1
201701652109,1,2,2
201701652152,2,2,2
201701653417,1,2,1
201701653727,1,2,2
201701654247,2,2,1
201701654545,2,1,2
201701655314,2,1,1
201701656157,1,1,1
201701657091,2,1,1
201701657354,1,2,2
201701657660,2,1,1
201701658035,2,2,1
201701658319,2,1,1
201701658645,2,2,1
201701658716,1,1,1
201701658813,1,1,1
201701658949,2,1,1
201701659298,1,2,2
201701660510,1,1,1
201701660516,2,1,1
201701660622,2,1,1
201701660909,2,1,2
201701661123,2,2,2
201701661147,2,1,1
201701662260,2,2,2
201701662550,2,1,1
201701662558,1,2,2
201701662648,1,2,2
201701663692,1,1,2
201701664244,1,2,1
201701664641,2,1,2
201701664888,1,1,1
201701665154,2,1,1
201701665607,2,1,1
201701665628,2,1,1
201701665651,2,2,1
201701665792,2,1,2
201701665943,2,1,2
201701666392,1,1,1
201701666727,1,2,1
201701667125,1,1,1
201701668073,2,2,1
201701668677,1,1,1
201701668698,2,2,2
201701669369,2,1,1
201701669511,1,2,1
201701669600,1,2,2
201701669764,1,2,2
201701670581,2,2,1
201701671197,2,2,1
201701671292,2,1,1
201701671805,2,2,2
201701671858,2,1,1
201701671884,2,1,1
201701674853,1,2,2
201701675153,1,2,2
201701675847,2,2,2
201701676350,1,2,2
201701676912,2,2,2
201701677542,1,2,2
201701677591,2,1,1
201701677878,1,1,1
201701678281,1,1,1
201701678401,2,1,1
201701678593,2,2,2
201701679157,2,1,1
201701679209,1,1,1
201701679724,1,2,2
201701680038,1,2,1
201701681031,2,2,2
201701681844,2,1,1
201701681985,1,1,1
201701682378,1,2,1
201701682414,1,2,2
201701682656,2,1,1
201701683212,1,1,2
201701683292,2,2,1
201701684328,2,1,2
201701684527,2,2,2
201701684661,1,1,2
201701684785,1,2,2
201701684911,1,1,1
201701685687,2,1,1
201701686171,2,1,1
201701686892,2,2,2
201701687014,2,2,1
201701687546,2,2,2
201701687565,2,1,1
201701688174,2,1,1
201701688460,2,1,1
201701688857,1,1,1
201701688908,1,1,1
201701690119,1,2,2
201701690323,1,1,1
201701690787,1,2,1
201701690935,2,1,2
201701691214,2,1,1
201701691400,1,1,2
201701691633,1,1,1
201701691779,1,2,1
201701692167,2,2,2
201701692909,2,1,1
201701693435,1,2,2
201701693582,2,1,1
201701693618,2,1,2
201701693735,2,1,1
201701694636,1,1,1
201701694650,1,1,1
201701694992,1,2,1
201701695007,1,2,1
201701695901,2,1,2
201701696926,2,2,1
201701696980,2,1,2
201701697070,2,1,1
201701697127,1,2,2
201701697440,1,1,2
201701698191,1,1,1
201701698256,2,1,1
201701698723,1,1,2
201701699002,1,2,2
201701699243,2,1,1
201701699384,1,2,1
201701701371,1,2,2
201701701816,1,2,2
201701702132,1,1,1
201701702403,1,2,2
201701702980,2,2,2
