"qkey","education","division","ideology","gender","race","cancul1","crimsent","weight_w92"
628366,"Less Than High School","Mountain","Moderate","Man","White","Punish","About the right amount",1.56130312421224
628867,"College graduate","South Atlantic","Moderate","Man","White","Punish","About the right amount",0.884472421374039
629131,"Some College","West South Central","Liberal","Woman","Hispanic","Accountable","Too little time",0.647714755788716
629168,"College graduate","Mountain","Conservative","Man","White","Punish","Too little time",0.458947911083239
629967,"Some College","Mountain","Conservative","Woman","White","Punish","About the right amount",0.937042569532398
630169,"Some College","Mountain","Very Conservative","Woman","White",NA,"About the right amount",3.30788592789628
630181,"Some College","Pacific","Liberal","Woman","White","Accountable","Too much time",0.6159558396922
630595,"College graduate","Pacific","Very Liberal","Man","White","Accountable","Too little time",0.588824488164888
630736,"High School Graduate","West South Central","Conservative","Woman","White","Accountable","Too little time",0.858173648339675
630914,"Some College","West North Central","Moderate","Man","White","Punish","About the right amount",1.66952982186412
631050,"Some College","South Atlantic","Conservative","Man","White","Punish","Too little time",2.8401586605245
631559,"College graduate","Mountain","Moderate","Man","White","Accountable","About the right amount",0.81513712966521
631689,"Associate's Degree","West North Central","Conservative","Woman","White","Accountable","About the right amount",0.264941704704194
632112,"Associate's Degree","West North Central","Conservative","Man","Other","Punish","Too little time",0.373008811397816
632232,"College graduate","East North Central","Conservative","Man","White","Accountable","About the right amount",0.254317647113903
632259,"Postgraduate","Middle Atlantic","Conservative","Woman","White","Accountable","About the right amount",0.541807754933405
632553,"Some College","Mountain",NA,"Woman","White",NA,"Too little time",1.47497619373199
632744,"High School Graduate","West North Central","Very Liberal","Man","Hispanic","Accountable","Too little time",5.4441343137272
632751,"Postgraduate","West South Central","Liberal","Man","Black","Accountable","Too much time",3.25215415013141
633032,"Postgraduate","Middle Atlantic","Conservative","Woman","White","Punish","About the right amount",1.07090842673957
633392,"Some College","Pacific","Liberal","Other","White","Punish","About the right amount",0.990022014816292
633508,"Postgraduate","Mountain","Moderate","Man","White","Punish","About the right amount",3.03127921408877
633721,"College graduate","South Atlantic","Moderate","Man","White","Punish","About the right amount",0.906396648578709
633723,"College graduate","West North Central","Moderate","Man","Other","Accountable","Too little time",0.678325444827836
634161,"College graduate","Mountain","Moderate","Woman","White","Accountable","About the right amount",0.913178336829373
634738,"Some College","Mountain","Moderate","Woman","White","Accountable","About the right amount",3.79841657642923
634854,"Postgraduate","New England","Liberal","Woman","White","Accountable","Too much time",0.751386890021775
635481,"Some College","Middle Atlantic","Conservative","Man","White","Punish","Too little time",1.14134233516317
635959,"College graduate","Mountain","Moderate","Woman","White","Accountable","Too much time",0.514010156190241
636473,"High School Graduate","Middle Atlantic","Very Liberal","Man","Black","Punish","Too little time",1.28059434367498
636675,"Less Than High School","Pacific","Moderate","Woman","White","Accountable","About the right amount",7.80760163246521
637024,"College graduate","South Atlantic","Liberal","Man","Black","Accountable","About the right amount",0.589839051093642
637156,"Some College","Mountain","Conservative","Man","White","Punish","Too little time",0.933172422467166
637384,"Associate's Degree","Mountain","Liberal","Woman","White","Accountable","Too little time",1.48842134559405
637566,"Postgraduate","Pacific","Liberal","Woman","White","Accountable","Too much time",0.800255762451731
637694,"Postgraduate","Mountain","Liberal","Woman","White","Accountable","Too much time",1.09157524794094
637832,"College graduate","New England","Conservative","Man","White","Punish","About the right amount",0.602685835608385
638201,"Less Than High School","South Atlantic","Moderate","Woman","Black","Punish","About the right amount",4.51323318018455
638376,"College graduate","Mountain","Moderate","Woman","White","Punish","Too much time",0.451907608219135
638677,"Postgraduate","Middle Atlantic","Conservative","Man","White","Punish","Too little time",0.287287180359358
638767,"Postgraduate","Pacific","Moderate","Man","White","Accountable","About the right amount",0.583448611772538
639116,"College graduate","West North Central","Conservative","Man","White","Punish","Too much time",0.216076843069842
639274,"Postgraduate","Middle Atlantic","Conservative","Man","White","Accountable","Too little time",0.5844490511122
639392,"Associate's Degree","Pacific","Liberal","Man","Hispanic","Accountable","Too much time",1.72701142190501
640059,"Postgraduate","West North Central","Conservative","Man","White","Accountable","About the right amount",0.28294287628796
640394,"Some College","Pacific",NA,"Woman","Other","Accountable","Too little time",0.566362255302387
640648,"Postgraduate","Middle Atlantic","Moderate","Man","White","Punish","Too little time",0.284881103254709
641038,"Some College","Middle Atlantic","Moderate","Woman","White","Accountable","About the right amount",0.672443850230621
641779,"Postgraduate","Pacific","Very Liberal","Man","White","Accountable","About the right amount",0.568382659160043
642208,"Some College","South Atlantic","Conservative","Man","White","Punish","Too little time",0.294043798613325
642225,"Some College","New England","Very Liberal","Man","White","Accountable","Too much time",1.4099297622177
642550,"Less Than High School","South Atlantic","Moderate","Man","White","Accountable","Too little time",4.75487639595702
642576,"Postgraduate","South Atlantic","Conservative","Woman","White","Punish",NA,1.23340973137717
642663,"Postgraduate","Middle Atlantic","Conservative","Man","White",NA,"Too much time",0.345897189640873
643848,"Associate's Degree","East North Central","Conservative","Woman","White","Accountable","About the right amount",0.725859166345679
644484,"College graduate","Middle Atlantic","Moderate","Man","White","Accountable","About the right amount",0.727123091073172
644602,"Some College","New England","Conservative","Man","White","Punish","Too little time",0.579836870516214
644610,"High School Graduate","South Atlantic","Moderate","Man","White","Accountable","Too much time",3.49359275044748
644744,"Some College","West South Central","Conservative","Woman","White","Punish","Too little time",0.323263202281182
644809,"Some College","Middle Atlantic","Liberal","Man","Black","Accountable","Too much time",0.580668556411219
645020,"College graduate","South Atlantic","Moderate","Man","White","Punish","About the right amount",1.89393222950242
645149,"Some College","West South Central","Conservative","Woman","White","Accountable","About the right amount",0.553905358412028
645221,"Postgraduate","West South Central","Moderate","Man","Asian",NA,"Too much time",0.444266360888028
645663,"High School Graduate","South Atlantic","Conservative","Man","White","Punish","About the right amount",3.26919777866248
645732,"College graduate","West North Central","Very Conservative","Man","White","Punish","Too little time",0.471088882061045
645909,"High School Graduate","West South Central","Moderate","Woman","White","Punish","Too little time",0.826441765537073
645972,"College graduate","Pacific","Conservative","Man","White","Punish","Too much time",1.61695595827769
646163,"College graduate","Mountain","Conservative","Man","White","Punish","Too much time",0.794881429275032
646386,"High School Graduate","Pacific","Very Conservative","Man","White","Punish","Too little time",1.28692166714058
646801,"College graduate","Middle Atlantic","Moderate","Woman","White","Accountable","About the right amount",0.533654781764509
646823,"Postgraduate","East North Central","Moderate","Man","White","Accountable","About the right amount",0.198077247859394
647894,"Less Than High School","New England","Very Conservative","Woman","White","Accountable","About the right amount",8.0367089863816
648143,"Less Than High School","West South Central","Conservative","Woman","White","Accountable","Too little time",1.2355078373503
648758,"Some College","Mountain","Conservative","Man","White","Punish","About the right amount",0.349834381669344
648896,"Postgraduate","East North Central","Very Liberal","Man","White","Accountable","About the right amount",0.227970222257013
648957,"College graduate","Mountain","Liberal","Woman","White","Accountable","About the right amount",0.81244277064887
649038,"Postgraduate","East North Central","Conservative","Man","White","Punish","About the right amount",0.336496024762242
649120,"Some College","West South Central","Moderate","Woman","Other","Accountable","Too little time",0.58917439992978
649196,"Some College","Pacific","Liberal","Man","Black","Accountable","Too much time",0.775892425477028
649614,"Postgraduate","South Atlantic","Conservative","Man","White","Punish","About the right amount",0.891644173574615
649640,"Some College","Middle Atlantic",NA,"Man","White",NA,"About the right amount",0.732544717440545
649847,"Associate's Degree","East South Central","Moderate","Man","White","Punish","About the right amount",0.266575127675547
649944,"Some College","West South Central","Conservative","Woman","Black",NA,"Too much time",1.57862206821665
649965,"High School Graduate","Mountain","Very Liberal","Man","White","Accountable","Too little time",1.97864654349477
650249,"Postgraduate","South Atlantic","Conservative","Woman","White","Accountable","Too much time",0.353815638645689
650620,"Postgraduate","South Atlantic","Liberal","Woman","Asian","Accountable","Too much time",0.879631827587277
650852,"High School Graduate","Middle Atlantic","Very Conservative","Man","White","Punish","About the right amount",0.983909591946749
651102,"College graduate","East North Central","Moderate","Woman","Hispanic","Punish","About the right amount",1.48090329669736
651351,"College graduate","West South Central","Liberal","Other","White","Punish","Too much time",0.844668446429832
651381,"High School Graduate","Pacific","Moderate","Woman","White","Punish","Too little time",0.819343365685939
651396,"College graduate","East South Central","Liberal","Woman","Hispanic","Accountable","About the right amount",1.44181647586187
651421,"College graduate","East North Central","Conservative","Man","White","Punish","Too little time",0.686717222365745
651437,"Associate's Degree","Pacific","Conservative","Woman","White","Punish","Too little time",0.661497921523984
651541,"Less Than High School","West South Central","Conservative","Man","White","Punish","About the right amount",1.65046305910337
651578,"Associate's Degree","Pacific","Conservative","Man","Refused","Punish","Too little time",0.417649780737824
651697,"College graduate","West South Central","Moderate","Woman","Hispanic","Accountable","Too little time",1.05976665435753
652059,"Postgraduate","South Atlantic","Moderate","Woman","White","Punish","About the right amount",0.603622513934144
652173,"Postgraduate","Pacific","Liberal","Man","White","Accountable","About the right amount",0.830843205021563
652624,"College graduate","South Atlantic","Very Liberal","Woman","White","Accountable","About the right amount",0.293765916213467
652882,"Associate's Degree","South Atlantic","Very Conservative","Man","White","Accountable","Too much time",1.58136845489807
653158,"Postgraduate","Mountain","Liberal","Man","White","Accountable","Too much time",0.837491242597928
653320,"Associate's Degree","East North Central","Moderate","Man","Hispanic","Punish","About the right amount",1.58101337934597
653382,"Some College","Pacific","Moderate","Woman","Hispanic","Punish","Too much time",0.838739604955951
653393,"Some College","Mountain","Conservative","Woman","White","Punish","About the right amount",1.90041881921394
653764,"College graduate","Mountain","Moderate","Man","White","Punish","About the right amount",0.250286288023086
653972,"Associate's Degree","Pacific","Liberal","Man","Hispanic","Accountable","Too much time",1.07296941989528
654147,"Associate's Degree","Middle Atlantic","Liberal","Man","Black","Accountable","Too much time",3.70761114564264
654339,"Associate's Degree","East North Central","Moderate","Woman","Hispanic","Accountable","Too little time",0.713551599708859
654498,"College graduate","West South Central","Liberal","Woman","White","Accountable","Too much time",0.877347072406257
654956,"College graduate","Mountain","Conservative","Man","White","Punish","About the right amount",1.78653937164733
655088,"Some College","South Atlantic","Conservative","Man","White","Punish","Too little time",0.883969841266211
655262,"High School Graduate","South Atlantic","Very Conservative","Man","White","Accountable","Too little time",2.70012751993914
655386,"Postgraduate","Mountain","Very Conservative","Man","White","Punish","Too little time",0.294992788850042
655741,"College graduate","East North Central","Moderate","Man","White","Punish","About the right amount",0.492458097873631
655988,"College graduate","Pacific","Moderate","Man","Asian","Accountable","Too little time",0.495415767006817
656308,"Associate's Degree","West North Central","Conservative","Man","White","Accountable","Too little time",1.21393254410066
656310,"Postgraduate","West South Central","Conservative","Woman","White","Punish","Too little time",0.659584582013221
656538,"Postgraduate","East North Central","Moderate","Man","White","Punish","Too little time",0.263662589221493
656829,"College graduate","South Atlantic","Conservative","Man","White","Punish","Too much time",0.875035129275538
656857,"Associate's Degree","South Atlantic","Liberal","Woman","Black","Accountable","Too much time",3.50717359340985
656890,"College graduate","South Atlantic","Very Conservative","Man","White","Punish","About the right amount",0.992786244201205
656906,"Some College","East South Central","Liberal","Man","White","Accountable","About the right amount",0.258839703829496
656909,"Postgraduate","West North Central","Liberal","Man","White","Punish","Too much time",0.811277099338587
656995,"Some College","Pacific","Liberal","Woman","Hispanic","Punish","Too little time",0.381096957627706
657074,"Postgraduate","South Atlantic","Moderate","Man","White","Accountable","Too much time",3.22852076158205
657234,"Postgraduate","South Atlantic","Moderate","Man","White","Accountable","About the right amount",1.0700605730433
657458,"College graduate","South Atlantic","Very Liberal","Man","White","Accountable","Too much time",0.434377174353745
657763,"Postgraduate","Mountain","Moderate","Man","White","Accountable","Too much time",0.829991144697783
657776,"College graduate","Pacific","Liberal","Woman","White","Accountable","About the right amount",0.390957899326702
657786,"Associate's Degree","Mountain","Moderate","Woman","White","Accountable","Too little time",0.931077647326385
657883,"Some College","South Atlantic","Conservative","Woman","White","Accountable","Too little time",3.78150295473071
658382,"Associate's Degree","Pacific","Conservative","Man","Hispanic","Punish","Too little time",5.34833714406556
658476,"High School Graduate","South Atlantic","Conservative","Woman","White","Punish","Too little time",0.940745638532978
658634,"Some College","South Atlantic","Very Liberal","Man","White","Accountable","Too much time",0.522687687604052
658641,"Some College","Middle Atlantic","Moderate","Woman","White","Accountable","About the right amount",1.00836228470426
658651,"College graduate","Middle Atlantic","Liberal","Man","White","Accountable","Too much time",0.672748224380202
659049,"College graduate","New England","Liberal","Man","White","Accountable","About the right amount",0.458684646518128
659057,"Postgraduate","West South Central","Very Conservative","Man","White","Punish","Too little time",0.23841255327868
659101,"College graduate","West South Central","Very Liberal","Man","White","Accountable","Too much time",0.659132765271916
659269,"Some College","East North Central","Liberal","Man","White","Accountable","Too little time",0.662079022852396
659397,"College graduate","Pacific","Moderate","Man","White","Punish","About the right amount",0.795514078854179
659421,"College graduate","East North Central","Liberal","Man","White","Accountable","Too much time",0.541737107975842
659497,"College graduate","East North Central","Very Conservative","Man","White","Punish","Too little time",0.237956494867703
659504,"Postgraduate","South Atlantic","Conservative","Woman","White","Punish","About the right amount",0.781847492341567
659651,"Postgraduate","East North Central","Conservative","Man","White","Punish","Too little time",0.471088882061045
659735,"College graduate","East North Central","Moderate","Woman","White","Accountable","About the right amount",0.508779075087444
659809,"High School Graduate","South Atlantic","Moderate","Woman","Hispanic","Accountable","About the right amount",4.59099111071652
660532,"Postgraduate","East North Central","Moderate","Man","White","Punish","About the right amount",0.240157992782793
661080,"Some College","South Atlantic","Moderate","Woman","White","Accountable","Too little time",0.334360858948262
661138,"Postgraduate","West North Central",NA,"Man","Black","Accountable","Too much time",0.465713552008207
661214,"College graduate","Middle Atlantic","Liberal","Man","White","Accountable","Too much time",0.649185843836394
661439,"Some College","East North Central","Moderate","Woman","White","Accountable","About the right amount",0.544781717422214
661671,"High School Graduate","South Atlantic","Conservative","Woman","White","Accountable","Too little time",2.22337089818996
661674,"Postgraduate","Middle Atlantic","Moderate","Woman","White","Accountable","Too much time",0.683696961416884
661771,"Postgraduate","Pacific","Liberal","Woman","White","Accountable","About the right amount",0.73770817759374
661792,"Some College","Pacific","Conservative","Man","Hispanic","Accountable","Too little time",0.250272647632746
661819,"College graduate","South Atlantic","Very Liberal","Man","White","Punish","Too much time",0.544869970788352
661903,"College graduate","West South Central","Liberal","Woman","White",NA,"Too much time",0.428849047196344
662041,"Some College","Middle Atlantic","Liberal","Man","White","Accountable","About the right amount",1.72947949422771
662141,"Some College","East North Central","Very Conservative","Man","White","Punish","Too little time",0.571594239367721
662256,"Some College","West South Central","Moderate","Woman","White","Punish","Too much time",0.555464765330245
662810,"Less Than High School","South Atlantic","Moderate","Man","Other","Accountable","Too little time",1.24437760541219
662893,"College graduate","Middle Atlantic","Very Liberal","Woman","White","Punish","Too much time",1.26314604931502
663239,"High School Graduate","South Atlantic","Very Liberal","Woman","White","Accountable","Too much time",1.00702259507778
663701,"College graduate","West North Central","Liberal","Man","White","Accountable","Too much time",0.623364082642763
663768,"College graduate","Mountain","Liberal","Woman","White","Accountable","About the right amount",0.92787381515897
663796,"College graduate","Pacific","Moderate","Man","Hispanic","Accountable","About the right amount",1.21937977121638
664031,"College graduate","South Atlantic","Liberal","Man","White","Punish","Too much time",0.702143178380493
664057,"Some College","South Atlantic","Conservative","Man","White","Punish","About the right amount",0.395520111886672
664150,"Some College","South Atlantic","Liberal","Man","Hispanic","Accountable","Too much time",1.13299651567613
664380,"College graduate","Pacific","Moderate","Man","White","Punish","About the right amount",0.58150760484361
664419,"Postgraduate","South Atlantic","Liberal","Woman","Hispanic","Punish","Too much time",0.657420199788486
664445,"Some College","South Atlantic","Liberal","Woman","White","Accountable","About the right amount",1.30755960957006
664528,"Postgraduate","East North Central","Very Liberal","Man","White","Accountable","Too much time",0.126134470435915
664736,"Postgraduate","East North Central","Conservative","Man","White","Punish","Too little time",0.176060395101874
664790,"Associate's Degree","Pacific","Moderate","Man","White","Accountable","Too little time",1.40741626959938
664850,"Associate's Degree","East North Central","Very Conservative","Man","Other","Punish","About the right amount",1.22193498682514
664925,"Associate's Degree","East South Central","Moderate","Woman","Black","Accountable","About the right amount",7.3540257787134
664996,"Postgraduate","Mountain","Moderate","Woman","White","Accountable","Too much time",1.52502347072616
665303,"Some College","East North Central","Moderate","Woman","White","Accountable","Too little time",1.03818751558976
665309,"College graduate","West South Central","Very Conservative","Woman","White","Punish","Too little time",0.354318130065117
665456,"Postgraduate","New England","Moderate","Woman","White","Accountable","Too little time",0.845388501703081
665800,"High School Graduate","Pacific","Moderate","Woman","Other","Accountable","Too little time",7.057344926136
665856,"College graduate","Mountain","Liberal","Woman","White","Accountable","About the right amount",0.564209287203748
665861,"Postgraduate","South Atlantic","Very Conservative","Man","White","Punish","Too little time",0.292107332496591
665914,"High School Graduate","East North Central","Liberal","Man","White","Punish","Too little time",1.64663591762063
665982,"Some College","Pacific",NA,"Woman","Hispanic","Accountable","About the right amount",0.704580059748377
666052,"College graduate","New England","Moderate","Man","White","Punish","Too little time",0.346213995367993
666122,"Postgraduate","East South Central","Very Liberal","Woman","White","Accountable","Too much time",1.5489388908771
666213,"Postgraduate","East North Central","Very Liberal","Man","White","Accountable","Too much time",0.648533538905982
666431,"Postgraduate","South Atlantic","Conservative","Man","White","Punish","About the right amount",0.246937594462448
666547,"High School Graduate","East North Central","Moderate","Man","Hispanic","Punish","Too much time",3.01809371988932
666898,"College graduate","West South Central","Moderate","Man","Asian","Accountable","Too much time",1.38109772271221
666952,"Some College","West South Central","Moderate","Man","White","Accountable","Too much time",0.446417444789959
667336,"Associate's Degree","East North Central","Liberal","Man","Asian","Punish","Too little time",0.988667133633259
667435,"Some College","East North Central","Conservative","Woman","White",NA,"Too much time",0.27954246594346
667611,"College graduate","East North Central","Conservative","Man","White","Punish","Too little time",0.578468487916578
667828,"High School Graduate","Middle Atlantic","Moderate","Man","Hispanic","Punish","Too little time",8.0472142627433
668003,"College graduate","New England","Conservative","Man","White","Punish","About the right amount",1.13968916081534
668019,"Postgraduate","Pacific","Liberal","Man","White","Accountable","About the right amount",2.79816664778122
668132,"Some College","East North Central","Very Liberal","Man","White","Accountable","Too much time",1.25467156665122
668249,"College graduate","New England","Liberal","Man","White","Accountable","Too much time",2.36229301234811
668325,"Less Than High School","Mountain","Moderate","Woman","Other","Accountable",NA,1.7682113039895
668643,"College graduate","South Atlantic","Very Conservative","Man","White","Punish","Too little time",0.26406893677542
669732,"College graduate","Pacific","Very Conservative","Woman","Black","Accountable","Too much time",2.06235546015966
669822,"High School Graduate","South Atlantic","Moderate","Woman","Black","Accountable","Too much time",0.793075177491953
669995,"Postgraduate","Mountain","Conservative","Man","White","Punish","Too little time",0.426291997598393
670311,"Associate's Degree","West North Central","Conservative","Man","Asian","Punish","Too much time",8.0367089863816
670803,"College graduate","South Atlantic","Very Liberal","Woman","Black","Accountable","Too much time",0.331016470650715
671013,"Associate's Degree","South Atlantic","Liberal","Man","White","Accountable","About the right amount",0.515192495360524
671213,"College graduate","East North Central","Moderate","Man","White",NA,"Too little time",0.625900053396401
671357,"Postgraduate","Mountain","Liberal","Man","White","Accountable","About the right amount",0.483503190978141
671577,"Some College","Pacific","Liberal","Woman","White","Accountable","Too much time",1.19152738433457
671621,"Postgraduate","Middle Atlantic","Moderate","Woman","Black","Accountable","About the right amount",0.671699949783238
671622,"Some College","Middle Atlantic","Liberal","Woman","Black","Accountable","Too much time",1.31018417659075
671949,"College graduate","West North Central","Moderate","Man","Asian","Accountable","About the right amount",0.571143893678758
672012,"College graduate","South Atlantic","Liberal","Man","White","Accountable","Too much time",0.685351993918846
672507,"College graduate","West South Central","Moderate","Man","White","Punish","About the right amount",0.72755327824195
672516,"College graduate","New England","Liberal","Man","White","Punish","Too much time",1.16731387357197
672559,"College graduate","Mountain","Moderate","Man","White","Punish","Too much time",0.783561421558547
672767,"Postgraduate","Mountain","Moderate","Man","White","Accountable","Too much time",0.656843188520856
672902,"High School Graduate","West South Central","Very Liberal","Woman","White","Punish","Too little time",3.37331350246877
673054,"College graduate","Middle Atlantic","Very Conservative","Woman","White","Punish","Too little time",1.08333739222989
673061,"Some College","South Atlantic","Conservative","Man","White","Punish","Too little time",0.75423012909185
673466,"Postgraduate","South Atlantic","Conservative","Man","White","Punish","Too little time",0.277070483437786
673492,"Less Than High School","East North Central","Moderate","Woman","Hispanic","Accountable","About the right amount",2.40567675750808
673537,"College graduate","South Atlantic","Liberal","Woman","White","Accountable","Too much time",0.643914885434296
673589,"College graduate","Mountain","Moderate","Man","White","Accountable","Too little time",0.945629686245973
673644,"Postgraduate","South Atlantic","Conservative","Man","White","Punish","Too little time",0.300589508960756
673692,"College graduate","West South Central","Moderate","Man","Asian","Accountable","Too much time",1.25369430628066
673801,"Postgraduate","Middle Atlantic","Moderate","Woman","Black","Accountable",NA,0.687284540816378
673810,"Postgraduate","South Atlantic","Moderate","Man","White","Accountable","Too much time",0.208237774774584
673888,"Postgraduate","West South Central","Moderate","Man","White","Accountable","Too much time",0.734816727897287
674011,"Postgraduate","East North Central","Very Conservative","Woman","Asian","Accountable","About the right amount",0.483409952207919
674200,"College graduate","Pacific","Moderate","Man","White","Punish","Too little time",0.670072573081863
674251,"Postgraduate","Middle Atlantic","Very Liberal","Woman","White","Accountable","Too much time",0.62600676709949
674254,"Postgraduate","South Atlantic","Very Liberal","Woman","White","Accountable","About the right amount",0.864633930378873
674255,"College graduate","South Atlantic","Moderate","Man","Black","Punish","Too little time",0.758378225320484
674682,"Postgraduate","East North Central","Moderate","Man","Black","Accountable","Too much time",2.29558863299021
674960,"Associate's Degree","Mountain","Moderate","Woman","Other","Accountable","Too much time",0.798512048733248
675077,"High School Graduate","New England","Liberal","Man","White","Accountable","About the right amount",0.887549228432441
675179,"College graduate","Pacific","Very Liberal","Woman","White","Accountable","Too much time",0.35250518726604
675257,"Associate's Degree","East North Central","Liberal","Man","White","Punish","Too much time",1.48966930069404
675411,"Postgraduate","South Atlantic","Conservative","Man","White","Accountable","Too little time",0.515763850008269
675879,"Postgraduate","East South Central","Liberal","Woman","Hispanic","Accountable","Too little time",2.34148517971623
675916,"Postgraduate","West North Central","Very Liberal","Man","White","Accountable","Too much time",0.774618981581719
676269,"Postgraduate","Middle Atlantic","Moderate","Man","White","Accountable","About the right amount",0.781319895635194
676382,"Associate's Degree","Mountain","Very Conservative","Woman","White","Punish","Too little time",0.403691514667816
676669,"High School Graduate","Middle Atlantic","Very Conservative","Man","White","Punish","Too little time",2.49190777253257
677397,"Postgraduate","Pacific","Conservative","Man","White","Accountable","About the right amount",0.589447177152828
677479,"Less Than High School","South Atlantic","Moderate","Man","White","Punish","About the right amount",1.09143742552128
677513,"Some College","West North Central","Conservative","Man","White","Punish","Too little time",0.854991646398199
677553,"Postgraduate","Mountain","Moderate","Woman","White","Punish","Too much time",0.727381202993709
677779,"College graduate","Pacific","Conservative","Man","White","Accountable","About the right amount",0.360141506934403
678122,"High School Graduate","West North Central","Conservative","Woman","White","Punish","Too much time",0.648056894402251
678383,"High School Graduate","Pacific","Moderate","Woman","Hispanic","Punish","Too little time",4.99491447512025
678458,"Some College","Middle Atlantic","Liberal","Man","White","Accountable","Too much time",0.919364435363272
678783,"College graduate","Pacific","Conservative","Woman","White","Punish","About the right amount",1.00952426319177
678932,"Associate's Degree","West South Central","Moderate","Woman","Black","Punish","Too little time",1.30913660363508
679074,"Some College","New England","Moderate","Man","White","Accountable","Too little time",0.396095320255077
679176,"Some College","Pacific","Moderate","Man","Asian","Accountable","Too little time",8.0367089863816
679496,"Some College","West South Central","Conservative","Man","Hispanic","Punish","Too little time",0.795404459769474
680275,"Some College","New England","Moderate","Man","Black","Accountable","Too much time",1.81953176483473
680458,"High School Graduate","Middle Atlantic","Very Conservative","Woman","Hispanic","Accountable","About the right amount",8.0367089863816
680547,"Some College","West South Central","Very Liberal","Woman","White","Accountable","Too much time",0.895485617472167
680766,"College graduate","Mountain","Conservative","Man","White","Punish","Too little time",0.530665841243427
682072,"Associate's Degree","South Atlantic","Conservative","Woman","White","Punish","About the right amount",1.12713580461052
682769,"College graduate","Pacific","Moderate","Man","Asian","Accountable","About the right amount",1.28739284784887
682887,"College graduate","South Atlantic","Conservative","Man","White","Accountable","Too little time",0.633771165565832
682893,"Postgraduate","East South Central","Liberal","Woman","Black","Accountable","Too much time",1.03669361018234
683546,"High School Graduate","East North Central","Conservative","Man","White","Punish","About the right amount",1.05634192507974
683965,"Some College","Mountain","Conservative","Woman","White","Punish","About the right amount",0.492190487932596
684102,"Postgraduate","South Atlantic","Liberal","Woman","White","Accountable","Too much time",0.604899527091108
684116,"High School Graduate","West North Central","Moderate","Man","White","Accountable","About the right amount",2.6944115941224
684297,"High School Graduate","West South Central","Very Conservative","Woman","White","Punish","Too little time",2.22848311313974
684312,"College graduate","East South Central","Moderate","Woman","Black","Accountable","About the right amount",0.920960798154611
684569,"Some College","Pacific","Moderate","Woman","Black","Accountable","Too much time",1.02824295287603
684598,"Some College","Pacific","Very Liberal","Woman","Other","Accountable","About the right amount",0.628388639405389
684707,"College graduate","West South Central","Moderate","Woman","White","Punish","About the right amount",0.393776002516806
684897,"College graduate","West South Central","Very Conservative","Man","White","Punish","Too little time",0.33991240127175
684974,"Postgraduate","Pacific","Very Liberal","Man","White","Accountable","Too much time",0.573660574316053
685156,"College graduate","Mountain","Moderate","Woman","White","Accountable","Too little time",0.663531242527513
685591,"Postgraduate","Pacific","Liberal","Woman","White",NA,"Too much time",0.398125886422143
685702,"Postgraduate","East North Central","Moderate","Man","White","Accountable","About the right amount",0.233987080217497
685770,"College graduate","Pacific","Very Conservative","Man","White","Punish","Too little time",0.378323913198623
685831,"College graduate","South Atlantic","Very Liberal","Woman","Black","Accountable","Too much time",0.678563503627315
685844,"College graduate","Middle Atlantic","Conservative","Man","White","Punish","About the right amount",0.336491365505277
686190,"Some College","Pacific","Very Conservative","Woman","Hispanic","Accountable","About the right amount",1.11985847273427
686406,"Associate's Degree","East North Central","Very Conservative","Woman","White","Punish","About the right amount",0.314691091553247
686429,"Postgraduate","East South Central","Conservative","Man","White","Punish","About the right amount",0.322215098150766
686595,"Associate's Degree","Pacific","Conservative","Man","White","Punish","Too little time",0.331600787704857
686694,"Some College","South Atlantic","Very Conservative","Man","White","Punish","Too little time",1.26452171611453
686774,"High School Graduate","Pacific","Conservative","Man","White","Accountable","About the right amount",1.94514654656912
686909,"Some College","West North Central","Conservative","Man","White","Punish","About the right amount",1.61807099883059
687177,"College graduate","Pacific","Very Liberal","Man","Hispanic","Punish","About the right amount",0.627850659125344
687461,"Postgraduate","Middle Atlantic","Liberal","Woman","White","Accountable","Too much time",1.02201188098215
687497,"High School Graduate","West South Central","Very Liberal","Woman","Hispanic","Accountable","About the right amount",5.84541476913865
687555,"Postgraduate","West South Central","Conservative","Woman","White","Accountable","About the right amount",2.5022658912306
687565,"Some College","Mountain","Moderate","Man","Black","Accountable","Too little time",1.52739050897325
687904,"High School Graduate","East North Central","Moderate","Man","White","Punish","About the right amount",3.94269472027238
687927,"Postgraduate","West North Central","Very Liberal","Man","White","Accountable","Too much time",0.41398468828063
688280,"Associate's Degree","New England","Conservative","Man","White","Punish","About the right amount",0.609868735854949
688439,"Postgraduate","West South Central","Conservative","Man","White","Punish",NA,0.411116915962913
688489,"College graduate","South Atlantic","Liberal","Man","Black","Accountable","About the right amount",0.877820878844072
688518,"Postgraduate","West South Central","Conservative","Woman","Hispanic","Punish","Too little time",0.538220232747408
688563,"College graduate","Mountain","Moderate","Woman","White","Punish","Too much time",0.59539994588485
688663,"Less Than High School","South Atlantic","Conservative","Woman","White","Accountable","About the right amount",1.56133945283015
689576,"Postgraduate","Pacific","Very Liberal","Other","White","Accountable","Too much time",0.691387407631991
689751,"College graduate","Middle Atlantic","Moderate","Man","White","Accountable","Too much time",0.310498764961036
689816,"College graduate","East North Central","Liberal","Man","White",NA,"Too much time",0.269042420714321
690065,"Postgraduate","Pacific","Moderate","Man","White","Punish","Too much time",0.757521545155112
